"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDN22","OUT049",4083.74266711498
"NCD55","OUT045",636.45371119711
"FDY43","OUT013",2709.91519702239
"NCU05","OUT017",1371.0289990412
"FDF10","OUT035",2527.32951505401
"FDR39","OUT018",2652.81773149956
"FDG40","OUT013",619.883508762014
"FDZ28","OUT019",167.589210846733
"FDE02","OUT045",1436.28701644384
"FDU60","OUT049",2821.79554652336
"FDM21","OUT013",4073.98319658346
"FDV52","OUT019",-18.4008505488654
"NCW06","OUT013",3057.19197090757
"FDX36","OUT035",3715.16532779387
"FDT35","OUT027",4189.45724614085
"NCL19","OUT010",397.517829393359
"NCD31","OUT046",2625.91534687968
"FDE53","OUT019",-168.60618828127
"FDW58","OUT019",-172.740497888223
"DRF48","OUT046",2973.52707478332
"FDW57","OUT035",2969.39929261489
"DRH13","OUT017",1797.00584652309
"FDT33","OUT013",2748.63080537074
"DRK47","OUT027",4997.91082108467
"FDY22","OUT010",415.982211848235
"FDC35","OUT019",1375.42132825946
"FDO03","OUT013",3675.68447333632
"FDF24","OUT045",1298.8499243768
"FDF56","OUT018",2628.19837978319
"FDD28","OUT013",985.13210268314
"FDG53","OUT027",3722.86396590108
"FDO27","OUT019",-320.811392477587
"NCF54","OUT018",2437.47951287604
"FDC20","OUT027",2382.32327498911
"FDU10","OUT046",711.241569533497
"DRA24","OUT018",2358.33558849905
"FDA02","OUT010",492.184466874677
"FDG10","OUT017",1099.81680023279
"FDW39","OUT010",1011.71362696319
"FDP04","OUT019",-814.802350758208
"NCM55","OUT013",2952.7698925561
"FDG47","OUT045",4032.27526741694
"NCU41","OUT017",3131.99057404633
"NCK31","OUT017",954.188362923818
"FDZ46","OUT045",1687.64458394443
"FDU13","OUT027",3807.92337290132
"NCF19","OUT045",763.133795709904
"NCJ43","OUT013",2764.59955988022
"NCJ05","OUT045",2379.35176307603
"FDS04","OUT027",3695.16771513383
"FDX28","OUT010",-283.320914858118
"FDB41","OUT027",2259.05532610175
"FDG53","OUT046",2285.6703528447
"FDL15","OUT010",571.834017603486
"FDQ08","OUT049",1164.68015452821
"DRN36","OUT013",1570.8532556387
"FDI46","OUT013",4002.38987010197
"FDG16","OUT027",4819.55357375522
"FDV32","OUT013",1071.17629714296
"FDF44","OUT010",262.837880275602
"FDK04","OUT018",663.826780927688
"NCA41","OUT013",3084.35945202964
"FDD51","OUT017",846.929557701651
"NCZ53","OUT045",2922.76128278501
"FDP01","OUT027",3922.80544351571
"FDY25","OUT049",2987.0006302018
"FDB17","OUT018",2588.47751012628
"NCV54","OUT018",1605.0831860693
"FDJ32","OUT017",1155.16746699977
"FDA37","OUT049",2115.77866481895
"FDG35","OUT035",2938.87433121338
"NCM05","OUT018",3883.67448495822
"FDG45","OUT046",3366.91878537048
"FDH28","OUT013",731.680724519911
"NCE18","OUT049",3994.06747263001
"FDH38","OUT045",1825.40123156551
"FDR56","OUT013",3217.13012585845
"FDH17","OUT027",3037.77600179676
"FDD39","OUT049",3546.49839034321
"FDB41","OUT049",931.113873806479
"NCR53","OUT046",3506.08464802735
"FDX46","OUT017",1101.39125273911
"FDV28","OUT049",729.799184742721
"FDA08","OUT018",2410.78916994308
"FDH45","OUT017",862.873019418641
"NCS38","OUT010",-101.303573419442
"FDD40","OUT010",1249.31763735491
"DRM59","OUT035",2590.91346507067
"NCJ43","OUT018",2497.91475052567
"NCN29","OUT013",862.625125204489
"NCC19","OUT045",2955.56308808319
"FDR56","OUT035",3304.48683424893
"FDZ43","OUT049",3955.69967051973
"FDJ32","OUT010",-843.069784211852
"DRH03","OUT017",1584.21552662984
"NCZ54","OUT035",2726.91612579172
"FDE26","OUT017",2429.42538536266
"FDS03","OUT045",1001.22697013904
"DRZ24","OUT019",-6.1230415591597
"FDO48","OUT027",4967.20058769359
"FDW39","OUT049",2935.61041638729
"NCK05","OUT049",1107.39073133394
"NCK30","OUT017",4079.9944363086
"FDT27","OUT018",3466.5225039001
"FDS08","OUT019",950.450796991949
"NCJ19","OUT049",997.689097520496
"FDC58","OUT045",679.645551045495
"DRE37","OUT013",2996.07178827849
"FDW02","OUT035",2214.20468643963
"FDJ02","OUT010",542.621125532122
"FDX09","OUT045",2758.7303547073
"FDT31","OUT010",1127.22874741022
"FDI24","OUT049",2922.61426027752
"FDY09","OUT045",2750.0071765773
"FDV28","OUT045",571.81070735127
"DRM47","OUT049",3130.89497076986
"FDT52","OUT019",2026.30154132094
"FDI48","OUT018",651.305545806553
"FDY55","OUT017",4141.9509210982
"FDU48","OUT013",2116.98003835478
"FDN25","OUT045",914.226112985743
"FDP20","OUT049",2128.35565327376
"FDJ15","OUT013",3034.64873034508
"FDD04","OUT018",1976.07070833882
"FDY58","OUT045",3565.23100505567
"FDR37","OUT018",2681.85785519454
"FDF44","OUT013",2136.23498444198
"FDD32","OUT045",1325.34395939602
"FDR57","OUT017",2643.06490642969
"DRG39","OUT027",2356.63306786376
"FDX15","OUT017",2629.89468585242
"DRN37","OUT045",2560.56872019245
"FDW40","OUT027",3744.36879394754
"FDB32","OUT049",1618.51103049196
"FDM40","OUT018",1998.37610408956
"FDE39","OUT027",3386.92481830401
"DRH49","OUT017",1418.7672577311
"FDT46","OUT049",938.029212727886
"NCF06","OUT035",4180.08893285271
"FDP07","OUT017",3219.41164541646
"FDC04","OUT013",3826.90483077881
"FDZ32","OUT017",1808.83732777596
"FDD50","OUT045",2630.85852869058
"FDU56","OUT017",3055.1014835208
"FDV34","OUT017",1330.61511569977
"NCY41","OUT013",643.397175989042
"NCK18","OUT046",2644.40748086642
"DRH25","OUT049",967.459285266681
"FDT57","OUT046",3770.50150438943
"FDV56","OUT018",1485.16992429088
"FDV12","OUT045",1535.67549249547
"FDN52","OUT017",1546.17675441169
"FDX38","OUT035",1008.54544835988
"FDE47","OUT018",1674.34384212827
"NCO07","OUT013",3355.95807670662
"FDV09","OUT027",3860.75989381906
"FDZ23","OUT019",1085.7402890142
"DRH51","OUT018",1125.48380768848
"NCY54","OUT045",2635.42600420487
"DRG49","OUT013",3885.05762185639
"NCC19","OUT049",3128.58429385682
"NCV53","OUT045",3725.44178775033
"FDZ47","OUT019",-233.524430539713
"NCO26","OUT018",1518.64255102928
"NCP02","OUT045",934.808244371316
"NCW30","OUT018",3790.84401369866
"NCN55","OUT046",3787.15009424438
"FDB20","OUT010",-633.246726081936
"DRL11","OUT013",2522.67818835101
"DRD60","OUT045",2819.97324828704
"FDW14","OUT010",-412.962323520086
"FDL27","OUT010",-771.040842126328
"FDU09","OUT018",683.333850523924
"DRH36","OUT027",2660.85841514475
"FDP34","OUT027",3929.60157088132
"FDE04","OUT017",2984.8199121272
"FDZ57","OUT027",3557.17767227468
"FDF02","OUT010",-234.916943571537
"FDG28","OUT045",3840.86987418837
"NCI31","OUT046",593.580023276171
"FDT43","OUT013",911.43272857787
"FDU20","OUT046",1995.76864810081
"FDD53","OUT013",765.079316293273
"FDW15","OUT045",2377.43793708053
"NCT53","OUT045",2520.80301878161
"NCG55","OUT027",3257.52664909564
"FDD48","OUT035",1973.44108501187
"FDG47","OUT049",4234.65034025463
"FDI21","OUT017",1187.64404375805
"FDT27","OUT017",3838.50003699594
"DRO35","OUT013",1879.88232508667
"FDD33","OUT017",3776.94923545754
"FDC04","OUT035",3980.70711334213
"FDY34","OUT013",2696.24354534675
"DRJ49","OUT049",2122.99960768658
"FDE05","OUT049",2443.18228293751
"FDU31","OUT017",3607.33466042622
"NCN19","OUT027",4428.48770361717
"FDK56","OUT027",4390.53680466641
"FDK58","OUT017",1790.22690461761
"NCJ42","OUT035",1770.87816028854
"FDZ34","OUT027",4497.51496493297
"FDA52","OUT018",2539.2324661795
"NCR29","OUT013",939.123351574213
"FDT48","OUT035",3324.09077572197
"DRJ51","OUT019",1703.37914695289
"NCS54","OUT046",2826.24811879151
"FDV01","OUT035",2650.3729675271
"DRG51","OUT027",4060.92604222625
"NCG42","OUT013",2103.78239380769
"FDA51","OUT049",1962.16443188151
"FDV19","OUT010",720.020742396199
"NCT18","OUT045",2817.18284492827
"NCS41","OUT045",2856.56590885033
"FDO03","OUT046",3655.97278388997
"FDL12","OUT010",-851.104062494155
"FDY37","OUT010",463.375509354758
"FDI58","OUT049",1613.41650071684
"FDT28","OUT018",2109.24551802924
"NCC42","OUT010",319.767865851759
"FDO01","OUT017",2219.22437105833
"FDJ02","OUT013",2423.48302328003
"FDQ04","OUT018",434.515382221174
"DRL47","OUT013",2016.25222131266
"FDZ32","OUT035",1900.85817489469
"FDC35","OUT035",3404.07594290647
"FDX14","OUT045",1148.30164639592
"FDZ35","OUT013",1749.153251132
"FDL14","OUT013",2558.71422671507
"FDO04","OUT049",1021.82866989625
"DRK11","OUT017",2499.41383581945
"FDB44","OUT018",3071.51118633994
"FDZ50","OUT049",3074.95172009718
"FDI12","OUT027",2902.08804734941
"FDU43","OUT017",3882.69296868073
"FDD58","OUT010",-315.925194947696
"FDB27","OUT017",3214.10212274574
"FDB04","OUT018",1152.95047549029
"NCO17","OUT013",1896.66425008508
"FDL12","OUT017",1090.22244440348
"DRJ13","OUT049",2642.61580573862
"FDD57","OUT045",1514.21043090047
"FDW19","OUT035",1965.05964718447
"DRD27","OUT018",1330.55160846085
"FDH27","OUT027",3783.50833189776
"NCW30","OUT027",5523.32074306214
"FDR40","OUT018",1061.4568650066
"FDG05","OUT013",2564.42331394221
"NCY41","OUT019",-1305.37387697191
"FDI38","OUT018",3026.11284191407
"FDR20","OUT046",801.720858094308
"FDE09","OUT017",1863.53524849142
"FDN50","OUT019",-321.195631397463
"DRF27","OUT045",2378.23153497175
"DRF51","OUT013",653.923303362496
"NCO02","OUT019",-802.967624789772
"FDB51","OUT027",2491.18943625696
"FDJ50","OUT013",924.426421619272
"FDN52","OUT013",1424.25729273552
"FDX14","OUT013",1290.22583820962
"FDT27","OUT019",1864.42214205657
"FDV10","OUT013",769.750153124048
"FDU33","OUT046",791.83889136559
"FDU58","OUT046",3009.52393290651
"NCP42","OUT027",4529.45997269127
"FDL51","OUT027",4867.55653357664
"DRH15","OUT027",2202.03286681174
"FDU16","OUT017",1516.69397516666
"FDW15","OUT017",2540.93726102743
"FDQ44","OUT045",1903.00311407694
"NCI06","OUT027",4293.9259584836
"DRK23","OUT019",2066.48529330148
"FDC28","OUT035",1893.81850652375
"NCY17","OUT019",-1190.37955378302
"NCV05","OUT018",2165.16044315803
"FDM34","OUT019",208.99834249495
"DRD60","OUT027",4344.02708728329
"FDT38","OUT046",1410.02043454126
"FDQ57","OUT018",2052.44549923046
"FDE59","OUT027",2066.54125432381
"NCM43","OUT046",2607.50064300168
"DRI51","OUT049",2820.70095792616
"NCG30","OUT017",2053.80000542381
"NCK54","OUT035",1957.15152688291
"FDQ16","OUT019",-136.298546506238
"FDI36","OUT013",3195.41845566363
"FDX16","OUT027",3826.41042823132
"FDA34","OUT046",2790.07992027447
"FDJ48","OUT018",3622.5463715767
"FDU47","OUT035",2401.04642793863
"FDS39","OUT046",2319.90514798278
"FDD11","OUT046",3973.02705879946
"FDM16","OUT027",2695.80631573712
"FDU56","OUT018",2647.5788497264
"FDQ32","OUT017",2098.05106289508
"DRK35","OUT013",687.365150582247
"FDA58","OUT049",3774.07759993036
"DRG48","OUT019",412.088175029257
"FDT59","OUT010",1791.51510210641
"FDQ31","OUT019",-399.917587147079
"FDS51","OUT018",785.333197011605
"FDW32","OUT027",2886.57518811314
"FDI15","OUT027",5596.43238573182
"NCV30","OUT017",1110.51577449978
"DRG25","OUT049",3067.60364887963
"FDT02","OUT013",631.788633215959
"FDO33","OUT027",3260.35940159036
"FDP38","OUT035",1006.34446520886
"FDZ45","OUT035",3280.77520176325
"NCA54","OUT027",4297.42138210988
"FDU33","OUT017",890.004191581562
"FDN58","OUT017",3818.56402422411
"FDI05","OUT045",1197.81780528755
"FDM57","OUT019",-531.695916411796
"NCS42","OUT027",2864.51400103331
"FDB57","OUT045",3491.99309448162
"FDC03","OUT045",3098.47734297594
"FDZ58","OUT013",1950.49119224778
"NCK29","OUT045",1885.48776537952
"NCR53","OUT045",3445.43856115968
"FDE26","OUT027",3771.53785746514
"FDU52","OUT049",2564.74810213138
"FDE41","OUT027",2832.22970945449
"FDU38","OUT018",2744.57606235495
"FDA52","OUT017",2930.76293946915
"FDW46","OUT046",1125.48914689895
"DRI59","OUT035",3676.02678045685
"FDT38","OUT035",1526.15233518168
"FDL33","OUT018",2837.936988167
"FDQ01","OUT027",5441.62681107974
"FDJ08","OUT046",3045.29351361166
"FDQ47","OUT049",743.766196888742
"NCZ18","OUT013",3951.97554281176
"FDE29","OUT017",1084.74443782087
"FDF10","OUT027",3814.50016374341
"FDC48","OUT049",1449.86745372108
"FDY58","OUT013",3640.69593456907
"NCX30","OUT010",2000.87319346448
"FDV11","OUT013",2887.93356860377
"FDT46","OUT046",847.245652360229
"DRD01","OUT019",-944.168263456857
"FDQ11","OUT013",4109.94008281306
"NCM41","OUT017",1570.13165553004
"NCC55","OUT013",640.325584221369
"FDG45","OUT027",4823.57027738607
"NCQ54","OUT049",2759.11815312448
"FDM34","OUT045",1999.18814158402
"FDD17","OUT019",1861.1719246864
"FDN38","OUT027",5410.12454740194
"FDB53","OUT018",2081.08866679463
"NCL06","OUT035",4240.5207989942
"NCV18","OUT019",-597.079136843166
"FDX25","OUT013",2925.31559086327
"FDB39","OUT046",948.027609440976
"FDC33","OUT049",3273.63864355708
"NCO14","OUT018",461.735586009263
"FDA58","OUT027",5174.64559294429
"NCQ02","OUT017",3055.22393090862
"NCR53","OUT017",3638.23108796725
"FDN52","OUT046",1448.00821530033
"FDG26","OUT046",4046.46385827237
"FDE23","OUT027",2276.88450367478
"DRI37","OUT013",986.222778606746
"DRH37","OUT018",2356.94656034221
"FDO01","OUT035",2229.33368538778
"FDK45","OUT049",1926.8241519717
"FDP23","OUT049",3542.33132871265
"FDM33","OUT035",3604.90206134301
"FDD36","OUT017",2016.26761179577
"FDL56","OUT017",1471.34243644997
"FDT27","OUT010",1872.68612723464
"FDG52","OUT017",851.785879492881
"NCL42","OUT035",3964.10736979126
"DRJ24","OUT046",2935.50809988875
"FDV38","OUT046",896.603149680441
"FDT35","OUT045",2690.06114257606
"FDY51","OUT045",3400.35939146226
"FDC37","OUT017",1797.0085709643
"NCP43","OUT013",2904.82703452797
"FDO33","OUT045",1723.87072147572
"FDW04","OUT018",1836.08241318546
"NCC31","OUT046",2474.16558989769
"FDK22","OUT049",3514.50389845915
"FDJ50","OUT017",1021.76927455463
"FDV13","OUT017",1576.07347958882
"DRL60","OUT017",2520.81487430285
"FDW03","OUT017",1815.56086573802
"FDY27","OUT035",2987.84226079791
"FDB39","OUT027",2371.30787110551
"FDU59","OUT045",2536.08287282368
"FDZ57","OUT049",2191.0046527824
"FDO21","OUT049",3691.10575300491
"FDS43","OUT018",2720.66859116551
"FDU28","OUT010",1145.06349499415
"FDC51","OUT010",115.730608843728
"FDW16","OUT010",-361.351414758367
"FDP32","OUT010",108.461901617171
"FDB60","OUT019",1223.46377732912
"NCQ30","OUT046",1906.42454829649
"FDD26","OUT049",3069.07891326034
"FDI44","OUT045",1204.60476621031
"DRH23","OUT046",905.46301143278
"FDO44","OUT046",1769.14473756645
"FDG04","OUT046",2998.87907983907
"FDM32","OUT027",2936.26853553829
"FDM09","OUT013",2762.85291353114
"FDZ47","OUT013",1645.22078835123
"FDM40","OUT027",3720.3026369002
"FDY48","OUT017",1733.27292372617
"NCM30","OUT045",642.786479856836
"FDX36","OUT010",1685.58284725874
"DRF03","OUT017",771.580348729831
"FDN51","OUT049",4234.90015800976
"FDM57","OUT049",1489.90311252249
"FDB35","OUT049",1634.35178091442
"FDY13","OUT027",2725.94675124198
"FDA37","OUT017",2138.70728199127
"NCX53","OUT017",2368.39082563571
"FDD59","OUT018",1061.15341570596
"FDX10","OUT019",-1241.38818342303
"FDC03","OUT018",2871.44637903274
"FDW43","OUT035",3762.54462439489
"FDW10","OUT046",2813.51939680031
"FDY14","OUT027",5587.29113750834
"FDV43","OUT045",713.303234282324
"FDO40","OUT013",2442.8969838941
"FDP46","OUT027",2907.09974481045
"NCE43","OUT019",761.250614263616
"FDD05","OUT035",2061.4010709115
"FDJ60","OUT010",794.357290625711
"DRE27","OUT018",1236.77481407911
"FDO11","OUT035",4137.84016633602
"DRG11","OUT027",3141.64130216689
"FDK33","OUT010",1519.51752393178
"DRM23","OUT045",2623.75419536341
"FDJ02","OUT027",3833.43603824108
"NCZ05","OUT045",1588.32986607384
"NCL30","OUT013",2018.66057593583
"FDZ19","OUT018",2499.96311758688
"FDM45","OUT049",2049.39851300555
"FDO36","OUT046",2847.19484662298
"NCK31","OUT045",779.851494072302
"DRJ37","OUT045",2376.432766597
"FDP24","OUT018",1628.35488861365
"FDF46","OUT013",1857.63314540561
"FDX46","OUT019",-881.809241562233
"NCL18","OUT045",2972.28950505174
"FDJ26","OUT013",3417.33353547107
"FDJ07","OUT045",1794.24946028349
"FDY15","OUT013",2534.995931014
"DRG01","OUT045",1152.71320277093
"FDF58","OUT045",1024.06766982029
"FDZ14","OUT019",92.0752438397945
"FDP31","OUT049",1205.99891858161
"FDH45","OUT013",793.454678806992
"FDA09","OUT010",957.717081285769
"FDW31","OUT035",3344.85132641972
"FDA57","OUT046",722.368728876805
"NCE55","OUT035",2917.63450161429
"FDC17","OUT019",1473.97020737023
"FDC59","OUT013",1135.59552264078
"FDA22","OUT013",2701.45855073113
"FDK52","OUT035",3681.31176354141
"NCM26","OUT046",2441.53685877438
"NCT53","OUT035",2776.34113224194
"FDW45","OUT018",2111.2018226396
"NCI18","OUT035",3638.85570362739
"FDE38","OUT018",2342.35473266668
"FDF08","OUT019",-413.408990354678
"FDY58","OUT010",1736.0609333863
"FDF58","OUT019",-824.933292838537
"FDX39","OUT017",3465.88177589178
"FDB44","OUT049",3445.2649909527
"FDF28","OUT013",2076.19772396669
"FDE39","OUT013",1912.06890819062
"FDT37","OUT018",3704.39999427595
"FDZ45","OUT017",3256.70216011218
"FDO40","OUT035",2562.70932095313
"FDM57","OUT027",2856.44420240614
"DRG36","OUT017",2813.76941135304
"FDY36","OUT010",-694.150939551163
"DRL60","OUT027",3864.33617530702
"FDS25","OUT019",-116.100267190026
"DRF49","OUT027",3215.3568957054
"FDP16","OUT045",3808.11565801176
"FDS60","OUT049",2984.34321892889
"FDU15","OUT027",2158.56967260758
"FDK43","OUT046",2043.37984667164
"FDN25","OUT046",1032.00721793877
"FDE53","OUT049",1779.04446656035
"FDB22","OUT013",2506.95638672156
"FDE39","OUT017",2020.20639881634
"FDX35","OUT035",3762.09004427789
"NCG54","OUT049",2774.24998763381
"FDH27","OUT035",2488.70013571745
"NCK42","OUT013",3416.41852090607
"FDS25","OUT049",1852.2588165493
"FDI10","OUT018",2501.56330210529
"FDU35","OUT035",1756.45711586791
"FDI04","OUT017",3293.46240931916
"DRK23","OUT035",4081.98474356141
"FDB53","OUT019",450.17666304589
"FDY02","OUT049",4250.91061033627
"FDM60","OUT035",873.624803881469
"NCJ31","OUT010",1821.41838999957
"DRP35","OUT017",2089.63463172765
"NCQ30","OUT018",1654.34958843996
"DRL11","OUT010",630.806425132349
"FDU01","OUT013",3015.96639330081
"FDR39","OUT035",3022.61751065057
"FDO08","OUT046",2702.23265345479
"FDC02","OUT045",4041.76074963831
"NCZ29","OUT035",2142.8241643491
"FDF29","OUT010",242.320579717629
"FDZ23","OUT017",3113.59182863646
"NCU53","OUT018",2329.4691486153
"NCW30","OUT013",4076.2987416221
"NCM26","OUT027",3904.97267349222
"FDV50","OUT027",3394.4202408428
"FDW15","OUT049",2490.19717885908
"FDI35","OUT027",4356.52192442957
"FDO11","OUT017",4072.09568487392
"FDN48","OUT046",1493.58494634534
"NCA17","OUT049",2476.36163170542
"NCN54","OUT013",1310.3463436291
"FDP22","OUT013",896.471211495443
"NCB54","OUT035",2128.9518939982
"FDD08","OUT045",608.843396823318
"DRM48","OUT010",-1298.41088859491
"FDG41","OUT027",3241.50801313265
"FDE44","OUT027",2257.34581607861
"FDE26","OUT035",2444.25405044605
"NCS38","OUT013",1806.40654892142
"NCJ54","OUT018",3330.1169380071
"FDI40","OUT019",-296.513233580349
"FDN45","OUT018",3244.51847280879
"FDU43","OUT046",3832.34042657864
"FDI04","OUT010",1279.31711413154
"NCC07","OUT018",1385.98472128334
"NCC07","OUT019",-229.145071802521
"NCD18","OUT045",3560.0581618838
"FDU55","OUT035",4222.89228963541
"FDX59","OUT035",768.090047959335
"FDR52","OUT049",3159.26821762308
"NCP17","OUT013",1062.97224375956
"FDQ32","OUT045",1936.09026935891
"NCT17","OUT049",3065.55932074341
"FDO10","OUT049",1104.81251146225
"FDE32","OUT049",741.758041343628
"FDN44","OUT045",2486.52492298592
"FDH02","OUT035",1616.54190229988
"FDK60","OUT013",1643.66685599953
"FDS24","OUT019",-463.969437707775
"FDL03","OUT010",1317.19976374968
"FDB46","OUT027",4831.63022413153
"FDO48","OUT049",3648.62336319175
"FDZ39","OUT049",1805.97475165459
"FDT02","OUT027",2079.48021221707
"FDC50","OUT013",1533.84550338751
"FDP39","OUT035",1015.65171336936
"DRG15","OUT018",708.43741183432
"FDP10","OUT018",1371.34317934779
"FDF53","OUT027",4371.94273431198
"FDN34","OUT045",2696.7374909059
"FDK02","OUT045",1850.19733953136
"FDC23","OUT045",2757.53118997344
"FDJ10","OUT019",369.66944626457
"FDE53","OUT035",1858.4678631824
"FDR25","OUT035",4350.15616128913
"FDW50","OUT046",2659.30455366747
"FDS09","OUT049",990.680145068198
"FDW49","OUT010",938.010835763877
"FDU51","OUT046",2893.00733480797
"FDF28","OUT018",1767.53743889681
"NCY30","OUT018",2566.80324454989
"FDD44","OUT045",4060.94553542451
"FDX09","OUT017",2922.22201502022
"NCF30","OUT013",1995.87121548933
"FDZ50","OUT019",1096.15178582642
"FDW37","OUT013",1453.7149630202
"FDD11","OUT049",4100.89250762707
"DRH39","OUT018",944.671766707884
"FDA36","OUT049",3035.72631451797
"NCG43","OUT049",1554.58142938926
"FDF02","OUT035",1790.17887985995
"FDP57","OUT027",3079.07798427918
"NCE42","OUT017",3744.21488135153
"NCR38","OUT027",5390.72646328238
"FDP03","OUT019",143.584103023706
"FDO51","OUT035",916.828342816897
"NCQ42","OUT046",2032.76356137919
"NCM41","OUT046",1457.94900251752
"FDH48","OUT027",2817.03568559207
"DRF60","OUT046",3716.11689712847
"FDJ27","OUT035",1800.34600270767
"FDQ14","OUT013",2452.99013771477
"FDN27","OUT017",2004.45526936245
"NCQ02","OUT046",2997.08311862261
"FDJ33","OUT049",2111.13389856934
"FDP07","OUT027",4563.07105049497
"DRE01","OUT049",3851.98223947212
"FDU36","OUT045",1543.08591395444
"FDL28","OUT017",3739.42144040135
"NCX53","OUT046",2262.36235552645
"FDZ39","OUT013",1745.49426920467
"NCP42","OUT013",3119.51512818501
"FDJ14","OUT035",1493.21789720764
"FDK04","OUT049",1020.60424410309
"NCC19","OUT017",3160.74879679757
"FDS09","OUT018",621.527149851951
"FDZ02","OUT046",1657.65978775813
"FDD35","OUT018",1659.15753698764
"NCY42","OUT017",2399.72842071968
"FDB05","OUT045",3819.99286371645
"FDF20","OUT035",3258.58571955815
"NCO41","OUT018",1268.83799512121
"FDC40","OUT027",2791.89919233433
"FDV58","OUT045",3060.4796391429
"FDZ57","OUT045",2040.84841693495
"DRM35","OUT046",2844.93138526798
"DRN36","OUT018",1218.91785918469
"FDQ13","OUT046",1374.67924554172
"DRO35","OUT010",-56.4319854989322
"NCD43","OUT035",1799.10902947026
"FDA51","OUT018",1568.25106150546
"NCX17","OUT027",5082.58343288818
"NCZ17","OUT049",747.810356876927
"FDR11","OUT027",4027.94370807703
"FDW34","OUT049",3922.28239651662
"FDN50","OUT017",1633.89947714579
"FDS09","OUT046",886.007337092813
"FDS48","OUT018",2143.56317630398
"FDL44","OUT049",2716.00270019126
"DRF48","OUT018",2687.42369210134
"FDA14","OUT018",2098.74880018618
"NCD30","OUT049",1628.92510942555
"FDI16","OUT017",987.4905945338
"NCG06","OUT035",4191.39246637874
"DRZ24","OUT035",2037.05588684184
"NCS17","OUT045",1438.87056207772
"FDB37","OUT045",3781.00912118739
"FDE10","OUT035",2237.96667534913
"FDC57","OUT045",3034.34362345125
"FDM12","OUT018",2742.58718064861
"FDE24","OUT049",2340.71360378729
"FDW22","OUT045",3448.02692715673
"DRD01","OUT027",2361.45572269967
"NCZ18","OUT027",5391.40941624598
"FDN49","OUT045",676.265337576045
"FDR22","OUT035",1992.59161183694
"FDV08","OUT019",-1121.24529296851
"FDY39","OUT046",3006.6992742287
"FDV36","OUT049",2100.15071198522
"FDO60","OUT045",711.792433909245
"FDU04","OUT027",3405.55911863857
"FDR20","OUT027",2294.51848945052
"FDW19","OUT019",-74.7031479347003
"FDU40","OUT049",3183.79822630471
"FDK15","OUT045",1506.56414980115
"DRF15","OUT035",2570.86694541797
"FDQ25","OUT017",2911.01741828976
"FDI48","OUT019",-970.368167088932
"FDS49","OUT046",1263.88756416567
"FDV22","OUT046",2579.32743768491
"NCV42","OUT046",1738.73454250369
"FDX26","OUT046",2944.24628485239
"FDI33","OUT018",1171.41931543467
"FDZ14","OUT049",2072.37370917118
"FDG10","OUT013",1017.90903410603
"FDM38","OUT018",605.053248894103
"FDG26","OUT027",5475.92875370741
"FDH46","OUT035",1809.41204360534
"FDN13","OUT018",1312.05920230016
"FDU57","OUT035",2569.64579542354
"NCI06","OUT046",2849.0050382469
"FDM38","OUT045",853.723835540734
"NCG42","OUT010",144.883481243602
"FDL39","OUT045",2852.40224307929
"FDT31","OUT019",1169.31003324114
"FDV59","OUT013",3465.15866859713
"FDB49","OUT035",1795.01437729812
"FDD58","OUT049",1716.76483453815
"DRN59","OUT046",760.024401310492
"FDX48","OUT049",2589.58862079411
"FDQ11","OUT049",4153.399169017
"FDY12","OUT049",995.099824208721
"FDQ11","OUT045",4019.00762471216
"DRI11","OUT017",1937.60076481244
"FDY32","OUT027",4048.16835100675
"FDS51","OUT045",961.359474375369
"FDR19","OUT010",437.718653771037
"DRB13","OUT018",2768.63734737012
"FDS21","OUT035",1221.34845673849
"FDQ40","OUT045",2786.3540488277
"NCE55","OUT013",2797.83473143397
"FDX43","OUT027",4088.78263293753
"FDS12","OUT049",2069.10531236911
"DRK01","OUT027",2948.57797403646
"FDN25","OUT017",1073.08560790794
"FDB60","OUT046",3111.49913840535
"FDQ13","OUT017",1459.08220307259
"DRK13","OUT045",3035.42164431851
"DRF25","OUT018",325.261644093378
"NCD42","OUT019",-1221.10712590688
"FDW25","OUT045",1309.9864631514
"NCV29","OUT027",4290.29950724246
"NCK42","OUT035",3511.51245260889
"DRJ13","OUT027",3961.24254954772
"DRD15","OUT017",3756.41602761772
"FDM27","OUT045",2467.07327065271
"FDZ50","OUT018",2699.61943877212
"FDC04","OUT046",3838.30942466342
"FDF50","OUT049",3196.99009852313
"FDP15","OUT045",3996.97180767405
"FDK46","OUT035",4213.60288956074
"FDZ56","OUT018",2432.74430865975
"FDY60","OUT049",2440.29596389032
"FDB10","OUT035",3868.61353328176
"FDR57","OUT045",2471.81531828523
"FDU58","OUT049",3111.12364155892
"FDH02","OUT046",1481.87059865072
"FDP48","OUT013",2970.08466287966
"FDI46","OUT035",4100.56547712507
"FDW56","OUT013",3104.72936430723
"NCM19","OUT010",-113.501787290317
"FDS50","OUT027",4946.02740579032
"FDK24","OUT013",776.681545629154
"FDO36","OUT017",2969.32853821392
"FDK45","OUT027",3293.30864102767
"NCL05","OUT045",676.887560725343
"FDL32","OUT018",1561.52171941736
"FDA28","OUT049",2138.00991455716
"FDY36","OUT018",952.955857139817
"FDP32","OUT018",1747.88482251073
"FDL50","OUT046",2009.34763328189
